
Intensity Sum Ch=1 Img=1
 ==================== 
Time [s],Intensity Sum::1000000044::0,Intensity Sum::1000000055::0,Intensity Sum::1000000089::0,Intensity Sum::1000000093::0,Intensity Sum::1000000094::0,Intensity Sum::1000000096::0,Intensity Sum::1000000097::0,Intensity Sum::1000000099::0,Intensity Sum::1000000100::0,Intensity Sum::1000000105::0,Intensity Sum::1000000106::0,Intensity Sum::1000000108::0,Intensity Sum::1000000109::0,Intensity Sum::1000000118::0,Intensity Sum::1000000121::0,Intensity Sum::1000000123::0,Intensity Sum::1000000124::0,Intensity Sum::1000000125::0,Intensity Sum::1000000127::0,Intensity Sum::1000000128::0,Intensity Sum::1000000135::0,Intensity Sum::1000000137::0,Intensity Sum::1000000140::0,Intensity Sum::1000000143::0,Intensity Sum::1000000144::0,Intensity Sum::1000000145::0,Intensity Sum::1000000148::0,Intensity Sum::1000000150::0,Intensity Sum::1000000152::0,Intensity Sum::1000000153::0,Intensity Sum::1000000155::0,Intensity Sum::1000000163::0,Intensity Sum::1000000164::0,Intensity Sum::1000000166::0,Intensity Sum::1000000167::0,Intensity Sum::1000000173::0,Intensity Sum::1000000174::0,Intensity Sum::1000000175::0,Intensity Sum::1000000176::0,Intensity Sum::1000000177::0,Intensity Sum::1000000178::0,Intensity Sum::1000000182::0,Intensity Sum::1000000186::0,Intensity Sum::1000000190::0,Intensity Sum::1000000192::0,Intensity Sum::1000000194::0,Intensity Sum::1000000196::0,Intensity Sum::1000000198::0,Intensity Sum::1000000199::0,Intensity Sum::1000000202::0,Intensity Sum::1000000203::0,Intensity Sum::1000000206::0,Intensity Sum::1000000212::0,Intensity Sum::1000000217::0,Intensity Sum::1000000218::0,Intensity Sum::1000000219::0,Intensity Sum::1000000220::0,Intensity Sum::1000000224::0,Intensity Sum::1000000227::0,Intensity Sum::1000000231::0,Intensity Sum::1000000232::0,Intensity Sum::1000000235::0,Intensity Sum::1000000240::0,Intensity Sum::1000000250::0,Intensity Sum::1000000259::0,Intensity Sum::1000000267::0,Intensity Sum::1000000283::0,Intensity Sum::1000000498::0,Intensity Sum::1000000560::0,Intensity Sum::1000001049::0,Intensity Sum::1000159177::0,Intensity Sum::1000159244::0,Intensity Sum::1000159605::0,Intensity Sum::1000159705::0,Intensity Sum::1000160175::0,Intensity Sum::1000160809::0,Intensity Sum::1000161110::0,Intensity Sum::1000161579::0,Intensity Sum::1000161582::0,Intensity Sum::1000162288::0,Intensity Sum::1000162458::0,Intensity Sum::1000163287::0,Intensity Sum::1000164876::0,Intensity Sum::1000165080::0,Intensity Sum::1000165144::0,Intensity Sum::1000165704::0,Intensity Sum::1000166112::0,Intensity Sum::1000166767::0,Intensity Sum::1000166853::0,Intensity Sum::1000166876::0,Intensity Sum::1000167341::0,Intensity Sum::1000167371::0,Intensity Sum::1000167669::0,Intensity Sum::1000168050::0,Intensity Sum::1000169731::0,Intensity Sum::1000169820::0,Intensity Sum::1000170422::0,Intensity Sum::1000171132::0,Intensity Sum::1000171701::0,Intensity Sum::1000171724::0,Intensity Sum::1000171751::0,Intensity Sum::1000172408::0,Intensity Sum::1000173158::0,Intensity Sum::1000173583::0,Intensity Sum::1000176344::0,Intensity Sum::1000176487::0,Intensity Sum::1000177114::0,Intensity Sum::1000177409::0,Intensity Sum::1000178187::0,Intensity Sum::1000179876::0,Intensity Sum::1000180206::0,Intensity Sum::1000180392::0,Intensity Sum::1000180403::0,Intensity Sum::1000181625::0,Intensity Sum::1000181693::0,Intensity Sum::1000181973::0,Intensity Sum::1000182079::0,Intensity Sum::1000182170::0,Intensity Sum::1000182636::0,Intensity Sum::1000182982::0,Intensity Sum::1000186102::0,Intensity Sum::1000187154::0,Intensity Sum::1000187633::0,Intensity Sum::1000188084::0,Intensity Sum::1000189130::0,Intensity Sum::1000189516::0,Intensity Sum::1000189548::0,Intensity Sum::1000189622::0,Intensity Sum::1000191126::0,Intensity Sum::1000191330::0,Intensity Sum::1000191653::0,Intensity Sum::1000192518::0,Intensity Sum::1000193105::0,Intensity Sum::1000193637::0,Intensity Sum::1000195548::0,Intensity Sum::1000195666::0,Intensity Sum::1000197641::0,Intensity Sum::1000198065::0,Intensity Sum::1000199240::0,Intensity Sum::1000200832::0,Intensity Sum::1000201571::0,Intensity Sum::1000202768::0,Intensity Sum::1000203022::0,Intensity Sum::1000203028::0,Intensity Sum::1000203045::0,Intensity Sum::1000203149::0,Intensity Sum::1000203719::0,Intensity Sum::1000203934::0,Intensity Sum::1000204368::0,Intensity Sum::1000205582::0,Intensity Sum::1000206506::0,Intensity Sum::1000206831::0,Intensity Sum::1000206967::0,Intensity Sum::1000207075::0,Intensity Sum::1000207637::0,Intensity Sum::1000207796::0,Intensity Sum::1000209150::0,Intensity Sum::1000209214::0,Intensity Sum::1000209440::0,
563.796021,195550,194033,142017,159250,155166,143805,170084,163737,165992,,206070,196959,160510,211502,166520,198733,226977,240176,232237,284668,200332,161846,195101,185692,165141,150758,223830,210238,313135,186662,160843,198529,199972,196550,233152,208767,189610,263138,222151,185691,267855,183636,178665,177308,335136,219011,166955,213297,177584,166817,224786,178774,271632,162424,197847,216356,174575,188406,170263,222060,223946,205697,155664,304181,,,137727,120079,192349,185296,148142,141439,,179426,133164,256673,176474,251771,216933,194074,167906,152036,248702,149208,164362,155604,158384,,170453,112312,160229,136240,182042,140147,151391,176574,162873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.573975,187360,188463,144207,164620,147826,146320,167539,154110,178894,122099,207629,209791,,213482,161874,193107,244229,245036,224885,275217,198181,169189,201680,184940,159765,150297,228694,208463,315640,183409,158963,194876,197334,189871,236274,210213,188808,271416,230133,180198,269808,184076,173978,173155,332281,222136,163616,213860,177504,175172,225827,169197,272257,155192,199762,222409,179760,190113,168632,221189,215312,214039,160219,307951,187493,205051,141107,,185913,191190,160744,138163,,193224,133795,242973,172052,238018,212893,186645,165964,150930,257016,140263,,165269,159034,123716,169459,,157535,138567,176893,140382,151182,173515,155238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.351990,196147,190032,135181,166106,153048,150102,179383,148635,162358,118529,202506,204534,155869,186798,172081,194700,228837,221965,214933,298963,192944,154889,210215,178354,162565,171508,243136,209518,337841,178419,162521,201519,198853,199463,218668,195923,182923,266449,219376,181889,282757,177251,170975,175791,326745,224526,162623,215178,174550,168755,216701,176126,264013,165129,196974,232097,179594,190304,165441,225159,233325,194286,159033,299583,193853,197222,140841,126446,187220,190332,163236,138232,167601,218635,130659,219649,168809,250045,218587,193717,170511,158179,254825,137631,157694,156039,158117,127280,159787,119831,171029,137943,183725,140603,141885,192846,168616,153025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.130005,195041,186079,137815,174710,155965,142460,176821,154940,164689,120489,190593,202459,,178367,175999,192089,231957,214164,205164,288753,187070,157798,208687,181033,160875,164432,229410,210812,351986,180624,162045,195860,194313,182477,222580,207370,193062,276275,224219,181066,270238,195259,177127,183138,326356,231392,157805,199516,170516,170611,225158,172894,274890,162813,198698,226042,185284,189586,162726,233246,229191,208806,162697,291047,188615,202930,135411,124267,193698,187645,162367,133464,158244,217384,126089,221764,180012,249909,215982,189566,179288,157655,266071,130710,162766,156898,148665,130728,162800,112721,183823,129970,181479,149469,132986,188770,171491,158515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582.908020,,197518,133226,165355,152814,150045,172235,156028,162833,117834,210175,188922,,211649,178129,199457,217295,209922,244380,301142,203686,164407,188748,185443,157109,165530,210001,217360,351603,185186,,201996,198562,198199,243027,207561,193717,279844,221125,190788,270699,179544,171168,179003,327340,213931,156396,219164,175953,161654,220571,172081,286001,161178,197676,213202,177463,200125,162045,222114,224256,196941,161718,308211,190051,208781,137792,,198463,187853,152287,138694,161082,216984,130088,249519,168736,260497,210840,195817,169793,162542,259732,,154808,157709,159586,125854,170946,,157257,135416,190404,140321,147326,,167995,158162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587.685974,204227,196116,139445,161354,151296,146432,184183,148794,164559,,204572,187668,159150,190196,175270,192283,226742,199221,227919,310272,196584,159907,199089,177438,164397,170498,216857,211532,358533,176803,158016,202389,188053,199351,235427,207415,190912,292039,222443,180993,270373,178786,178277,181379,331120,220730,162627,212864,167991,172711,225540,172799,281231,169912,197889,225522,176609,194284,169070,228204,224584,196136,163445,286380,197848,,139586,128702,197623,186039,156804,138139,163462,206213,122074,215353,176744,248672,201161,193162,169512,153615,271203,127543,158147,161299,153028,126107,167562,110006,174017,132719,193202,140684,142116,186037,169289,173872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.463989,202890,194454,141651,154055,157747,142799,173402,152836,166301,122437,202636,190131,162134,206743,175809,197655,219828,208746,243296,303567,195967,158622,187935,180731,159777,163251,226760,207699,338544,177081,163199,196651,192752,200085,227584,201034,184020,283608,217224,178917,268103,182360,176838,184120,333972,213236,163814,211425,170986,166192,220923,183528,280415,159906,201465,221300,177868,191149,165457,212852,234590,193331,162728,308017,190953,199153,143517,,211236,183539,151264,136876,158751,204333,131078,234796,170408,247340,204069,187888,161346,157450,254989,140109,163328,157000,159527,124485,170564,106976,161038,,188956,137716,143793,,163921,191944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.242004,194025,187199,129579,178623,156826,141583,176778,144483,177061,115344,194714,209369,,175172,165078,188030,239227,205670,208928,270848,179662,153617,208069,182812,156895,162580,241654,195686,303468,178140,160307,183959,181104,192410,220416,203185,175331,291173,224935,178014,257451,194651,172976,181649,337485,220268,158650,203779,176351,179805,229492,175827,261938,162897,198176,227529,178600,202909,157765,214773,228294,193966,157417,287703,185534,199856,140118,,197441,181670,159792,137142,160201,213189,133608,221057,167033,242039,195591,183803,166684,152206,258343,131696,159453,163286,151364,121380,166843,114542,177501,133651,195651,146245,138133,191228,168499,185536,176966,201754,184775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.020020,198813,191111,135354,159738,153086,141310,177121,151439,172513,115276,199322,191555,152470,202890,168163,186018,215291,213051,233862,279262,192822,162723,192724,193947,157835,153319,212721,206106,290847,174336,158698,193146,188534,196303,238708,207355,190008,280882,223247,180048,255702,187444,173701,180898,348599,214490,151773,215506,174119,159389,225435,173165,274845,166488,203462,216017,166893,192511,166013,215445,220038,196441,155464,309192,190271,197056,147364,,194862,179169,154499,142000,157510,201557,127725,237234,178408,234654,199140,188608,166454,152613,236684,130380,160423,157490,155317,125149,175651,,146472,,186629,137804,148060,177365,163024,173704,162390,202285,183251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606.797974,194822,198729,129648,164077,155882,144245,188387,154967,170194,120931,203934,189610,152921,199216,185533,184177,215724,204704,232219,287754,188651,156278,196897,179890,163514,159437,219437,208622,300328,178535,162361,197806,189080,196706,233494,207074,187983,281974,218673,185003,263145,181096,182452,180586,336931,212085,156445,223006,173573,160999,221018,174872,283728,177633,203468,213948,169748,191622,171746,215878,223009,204577,158243,298228,191746,198466,148518,126598,199806,173731,154015,137411,,195636,130308,227303,172241,250049,204245,186766,166412,152237,247931,127164,161979,154795,157311,,166356,,168013,,,134379,146298,170227,164515,173285,,186270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611.575989,184685,201543,135351,179623,159650,140945,182599,149405,180925,118911,209080,211181,156069,178533,168422,185985,232609,213052,208533,254298,175226,159829,199968,182944,159318,150505,223377,202360,301117,178941,165152,190799,180388,188005,215073,207772,171984,277386,226809,188692,254481,182958,171516,169100,347514,219002,153817,197483,177573,168120,220145,167396,238165,167249,199880,224142,179457,175141,166184,215054,221966,206968,157892,286479,195070,194851,142759,,198247,170608,166573,136693,153618,206914,128579,224131,180573,254889,209015,183847,166896,147406,249354,125544,160066,159774,151213,124379,160134,114462,182955,136957,190559,144342,132547,175834,158782,,171936,196370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616.353027,200246,210044,127632,168082,160178,145715,184446,144365,167489,115404,192628,199749,156048,179525,170586,182930,217495,192519,212776,284733,183999,146245,205608,170286,164943,161436,212119,202607,313251,177200,170382,188725,187647,189971,233481,210775,186131,261479,220784,181634,271578,177249,177215,184638,342747,221773,158115,202268,170089,162961,216353,174460,241417,171825,197137,218600,164608,185546,,217576,222785,207559,153667,297582,181491,189417,141468,125842,192011,176811,160346,139396,157615,193023,124291,224306,169937,251671,203297,184991,168211,152384,249749,127233,161420,152217,150549,132063,167305,115591,167496,134688,187671,137324,132343,170717,165183,172986,,189505,184895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.130981,178526,208413,137273,173075,152208,150605,197315,148625,175425,110979,197229,214372,158530,182559,155060,187021,232878,233127,210724,243001,179589,160849,207197,181648,166909,152510,229500,211188,294860,183172,170287,193695,179965,178904,218617,207113,188573,286436,224552,179571,272566,193442,177604,176685,350584,220309,159429,196620,170788,168636,212349,180837,233956,163891,193514,214608,168794,172606,165244,215660,229936,214972,157378,291969,196128,186139,135999,117361,187767,175380,159405,133057,157062,178765,127295,227324,173743,253987,209529,182440,,144846,241163,124174,156797,157949,154175,121690,165667,113828,176244,138078,196285,135638,132668,172784,162447,179639,178261,197842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.908997,200813,202781,137734,171043,157895,154094,184918,147887,163516,117830,181496,194885,159981,180028,167859,192740,212592,216545,214794,280609,184698,144169,204854,173657,161889,170483,212059,202013,311209,185151,174062,197692,191824,187609,229230,209709,187625,269566,225717,176771,281444,183495,180454,187299,342198,223543,165791,204974,169782,159287,212891,177883,241607,182503,197521,220855,160199,168099,161446,215950,233228,214561,159914,292272,190480,198398,140435,130113,190922,175342,158304,134390,159015,179564,116851,225177,165517,244738,206927,187171,163811,155084,249808,126100,164988,154853,157633,128569,160877,107563,165358,131297,194380,140286,140096,176462,166500,176805,168502,210507,188929,193514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630.687012,,209148,141158,159462,153439,147679,181527,150089,174961,115318,189799,187849,162706,201265,173298,190948,207752,241213,233855,284553,198529,162175,189203,181668,154418,158927,203954,209059,314996,172571,173150,189768,203514,190915,234655,206740,186844,260226,215891,186361,264535,184222,171107,177780,336708,219401,160610,211147,169094,168923,209860,175559,251834,183676,189039,208643,161545,168837,170456,214463,237764,215791,159625,289206,187868,190761,138519,120293,198368,168607,157887,139344,163328,182518,124663,234327,171270,243268,212704,192952,156349,149987,233002,132676,165637,151360,155994,,162140,,160948,136665,179276,145206,146806,174833,163250,172892,164271,198709,,198766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.465027,,201410,144103,157658,156399,150150,184898,153786,171523,111685,184796,189229,156321,198747,175008,193231,209267,236212,233958,284928,195807,154941,191325,179139,162549,159927,199123,212888,319304,185600,178262,196120,200658,198124,246439,206391,180886,275908,211976,181285,265162,187488,176570,181967,334309,210290,160554,208547,174272,170425,219800,180753,245098,196444,192344,214553,161740,,165247,194029,226791,222088,156891,296188,178335,191994,140344,119141,188677,172391,154918,137333,,182207,132540,232922,172386,241342,208815,189014,163157,149850,237236,135976,157497,159868,164055,127393,179139,110949,155482,126026,176090,137931,140937,182563,169324,157868,164104,199607,205365,202635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.242981,180518,194501,137419,171646,158514,151208,180469,147941,177552,117851,178989,207391,151164,185982,160959,191606,241662,238619,215180,252596,183432,157470,207106,185834,162167,155363,206702,199193,301981,169389,169159,185314,186864,179035,216897,204557,178761,279422,221903,180860,261852,190889,177074,173197,348448,218789,160784,193882,172123,167817,215606,178799,249742,175040,191235,203601,167910,172863,158095,207653,231127,223267,159509,280640,178745,189223,135225,121249,192543,168021,159482,140486,148481,172311,130113,216929,172914,244193,203446,181396,156580,150005,249286,134006,160436,159198,146777,124728,164720,112792,163882,138802,178960,135134,127095,183302,154808,167675,170784,216546,208898,190251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645.020996,,205057,141730,161590,153226,146110,178274,159312,166827,116134,183647,189494,157512,206746,175267,192471,208015,222179,242959,286236,203731,161275,192230,175390,160334,160935,195550,220020,317301,163613,162255,187295,200017,193674,232374,211742,188834,274431,214943,177133,262545,182315,177949,184829,326392,211925,157609,222806,168292,169220,217777,169195,258739,175718,187966,206860,166659,168119,162992,200795,226814,214030,164653,280235,183252,189324,134811,,192043,176019,159814,140147,,173922,136162,228518,167487,252992,207112,197724,159976,153209,233454,135303,152848,156092,165258,124136,169217,111845,149384,135912,180147,136807,137889,180848,154951,168199,,210210,187049,194924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649.799011,,193674,135887,170452,155684,147262,170249,153245,175825,107135,193831,197583,145388,196649,152578,178944,219715,231263,216673,247857,191108,159740,191735,184322,164443,158763,202825,197110,293106,174360,175769,190896,185963,188712,218408,203698,181154,285844,213638,177908,242682,176562,188007,177874,349584,218640,155101,201679,174544,147346,208493,163909,241330,167543,195944,209293,161120,174461,154903,,228238,215410,154214,281045,172872,189417,143240,112573,195119,156822,164738,133009,,170725,133685,228598,181374,230455,197422,182277,160079,151331,247726,138064,157112,163212,151607,121252,163503,110133,153540,132521,184069,138725,133009,177903,161397,165845,166714,200238,,195873,202508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654.577026,194264,195879,144932,173435,158230,150400,182489,144990,162975,120817,192355,195027,155343,179190,162361,181832,223936,208164,208609,270102,188805,146461,218606,169190,164112,165519,221262,203662,330896,180246,168806,187157,189259,184153,216090,201685,182152,269598,225350,174089,279574,178055,184655,183313,339622,222312,,203323,176152,165569,215634,180884,255632,168350,190063,208682,171918,169498,159616,200681,232493,215923,163646,306954,186370,198246,136216,121586,191461,177646,167744,131056,159615,172463,125147,243751,176988,239229,205030,184884,161226,149460,250071,132394,162328,161931,155042,120403,162213,110745,173454,,188503,135446,133640,177876,158791,167091,182396,203091,,190528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659.354980,185179,195969,139704,175509,160000,144878,180774,147564,172292,113277,,211782,151044,184067,158427,178513,233340,216198,210463,254968,179094,145498,213690,176137,163399,158468,228728,199063,324874,181241,163401,183071,189634,182589,218489,209521,175272,273716,224354,177245,259465,177964,182340,183429,349766,224141,154055,200248,179533,158706,213048,167792,248304,157726,188428,195975,171890,171617,158483,208710,238870,210819,162867,278630,179156,196379,134561,118965,190826,181057,163465,134440,157877,164490,128165,236797,172579,255442,201713,182278,155387,152702,256768,142944,165943,163815,151206,117107,157799,108507,174440,139177,184965,139602,,181478,160722,170708,174440,194263,182324,186524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664.132996,,186365,143599,174338,155889,142034,174335,154069,176121,115103,195352,214033,153189,193505,150894,181543,224834,216931,210751,246865,178043,165236,201817,179777,155616,148549,214418,203324,315348,166295,174368,191470,192171,188908,217460,204994,178832,274392,233640,182604,253680,185876,183109,176292,369209,227198,,205039,191080,163383,212654,170721,242275,158629,195662,200851,173229,175566,152834,214064,224981,220051,156955,282467,185432,,150897,,188912,175930,158035,133555,158333,164442,128870,229549,165843,238987,196170,184359,,147700,248792,141202,168823,161142,150330,121052,169251,111977,161697,138022,187746,133651,,173049,157225,181009,169062,201486,185949,194032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668.911011,203104,200571,139307,157080,163558,154584,190778,150291,162323,112301,184083,194815,157098,184278,176904,185249,209073,187812,226794,282017,170578,141932,198188,172123,159271,169788,200145,208024,333367,173067,163781,196452,198988,188257,221650,220102,175288,261793,218988,177893,277588,175085,189752,184330,334983,223591,160885,195415,176854,,214223,171451,258050,168744,186810,200180,173761,175511,151025,199142,232112,213319,163344,281970,181360,,147487,,187340,181003,158643,128446,,165728,122612,223735,166027,239475,203181,184916,158343,145993,233049,136037,162032,157055,154115,125715,173998,116137,174958,,180536,129472,130251,171348,156002,200065,171331,188847,177876,,197944,108175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.689026,,197384,141534,159556,155548,149639,168449,153493,166741,,183971,180981,150626,195241,176384,195052,205308,194890,232633,292158,198045,158202,189488,171628,157981,160761,203326,210809,324314,174434,174596,208399,201929,202682,228289,224624,176290,267066,213584,174362,265232,187064,191725,169390,338494,223615,162529,201886,176912,139086,221879,176805,263111,170768,194848,207171,173495,179477,159147,201193,220167,211377,172995,271602,184560,188523,158536,,189637,180540,159159,128390,153769,170210,127075,229554,165876,244343,215798,192725,154896,141435,232976,139389,164091,149989,164740,123724,170327,112233,164626,,181999,130345,140143,178267,157355,192535,,195258,183279,204468,203212,108034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678.466980,199565,200464,137389,176359,156832,149432,182473,146660,168144,,182041,190070,154132,183042,172723,191052,209829,194138,205995,275425,173041,144764,208691,169374,150492,161096,203559,201374,322392,179259,176562,196261,196647,188166,218196,217750,178619,271580,220559,177940,272065,187083,185792,166573,335418,221632,156724,194951,173724,,216124,176556,246397,170255,198645,215757,168975,180039,151775,209892,233100,212872,161016,284778,183562,,153436,120548,195718,171170,164359,133066,148092,170691,124707,226140,169741,251648,198952,183151,154865,147732,240613,136205,156076,164695,156794,123637,161485,111846,180657,,175488,136929,142087,187881,150639,181855,172499,204886,184822,,199481,109752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683.244995,,196225,142746,173437,156728,147277,177674,155810,172951,113380,183424,199263,152600,205481,158878,179700,209322,213817,228397,250958,184779,152175,184238,176436,156059,152866,193652,211365,299840,170218,179231,192681,195432,192373,227908,219972,174694,283920,210517,183868,246945,182626,179882,167757,354252,222522,160112,200998,174976,,216500,163819,252991,166963,195169,205385,172668,172255,155535,208174,235987,212972,160251,280090,179385,,155535,117025,193509,175474,166669,130147,,163452,130580,230238,164961,252519,199867,190307,152056,146012,231121,137364,160260,173984,161553,116736,181097,111363,150873,133264,184199,136702,134969,178275,156148,183932,154786,213965,175805,,202724,111800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688.023010,,198354,134466,166596,153648,151954,180357,149812,180063,112047,187078,194558,149564,217321,165415,192817,206144,225519,239467,270696,194104,154490,186526,180248,161397,156728,196856,218284,308737,168216,180729,191084,199617,196242,237679,214710,182619,277040,220081,176585,251872,180333,190148,169717,349447,226466,153098,206859,170178,139126,222146,173008,247917,167684,202007,211263,173286,180849,145105,207329,244946,209511,159546,274196,,,155634,121051,201021,180086,158212,128061,158533,166865,132862,240960,165948,261428,201250,193227,160835,153993,232799,136750,172842,167989,158171,123210,171179,114058,147976,133810,182982,134776,142399,186478,153340,182536,157241,210966,180902,207530,202489,114885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692.799988,184610,201135,139788,180383,155960,146022,184461,147653,173864,113874,192998,207762,150294,194547,153568,186691,224911,232885,213674,247886,177904,156561,205825,174232,162355,149913,212147,210939,301209,174977,163710,181583,191629,181513,212500,202805,179170,279433,221054,179935,256901,192400,183236,175632,355347,221429,161120,199532,175780,,215956,166611,252930,160049,194446,217296,186688,174626,154331,195975,231183,208445,166155,274617,174464,,153806,116623,185439,184065,167081,132183,,160908,124478,247042,172364,253361,204334,191409,157963,150776,255597,132217,154878,166844,151461,119097,170644,114864,171304,,192610,135372,135856,189009,149628,175575,169816,212627,,188002,203327,114042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697.578003,,205190,135983,170695,156787,146773,178549,149313,163853,111914,199924,184096,153740,191676,173073,183403,204960,211142,221981,282161,178314,144084,197317,162889,150969,166594,214383,208468,325692,162698,179869,190161,196846,185827,218036,199678,183084,257163,202699,169966,263859,179281,188894,176734,331945,223216,166971,198362,167973,143107,217599,173563,233825,175824,196791,219736,,175887,,190474,232790,201950,168302,277341,167151,,154177,115062,196112,180794,162267,130430,154925,169744,130354,219269,163219,250765,209664,202000,157286,143023,255785,133541,167497,163360,155661,121039,167778,107272,168867,131361,189753,134565,143133,189396,158570,175430,172465,199140,182722,197455,204224,108954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702.356018,,202573,140360,174506,151506,148402,174079,159274,170587,119849,200162,202274,142373,200058,,189538,215898,237853,217059,238748,174964,,196153,180800,150239,149896,211018,207728,295031,166119,162331,193638,179468,182481,233530,198245,192877,265967,209133,172567,258286,181345,191165,165849,356142,221070,159401,196734,172131,147273,218110,179763,223144,159901,184850,214770,183384,168919,,197630,225179,214863,159885,279610,181255,,147281,,186227,174442,164853,132408,149249,181311,128519,229539,170528,264314,196204,190799,156432,147448,252228,133222,160652,162488,155611,122680,175085,109623,171169,130291,187124,134341,134120,186670,163917,175028,161468,207677,182550,189506,193861,110559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707.133972,199388,202333,141070,165447,155643,149359,182730,147048,159818,119658,183161,195671,156297,188066,,183494,214915,203067,210576,286712,181479,145844,206455,165982,150439,169149,199707,212973,335952,167477,173432,192282,197854,190214,229254,201171,181127,261910,206290,184843,271211,178464,183446,174774,336603,219628,159731,195904,167837,147850,225375,181241,240253,170084,199438,219638,195254,175075,151527,191377,227785,210711,160982,266352,176262,,145752,114488,193200,170059,164355,137268,160781,183582,120382,232631,163343,245331,193817,197747,151353,153288,255711,133577,164934,166249,154977,125187,173394,115801,181928,124297,186897,134462,138737,185057,160837,173911,167117,195207,182000,,203107,110639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711.911987,207114,199813,133645,162938,157783,152677,182160,152110,167820,110621,186136,183568,154795,197048,178674,183976,222249,207921,233514,291650,185738,157329,198971,171556,151525,166786,194371,212448,343021,177264,164120,192203,198392,190450,242263,198734,179801,273853,204835,171639,255668,182691,191003,178504,328598,227337,155591,204739,165211,144175,218285,169517,254208,165431,197481,218425,189950,175742,149431,197728,231785,216730,171340,278027,180494,,148416,118213,197118,,165204,127814,161550,189847,124813,234720,169884,256639,205595,202414,160030,147741,256200,136159,163265,166190,157769,127221,173938,114940,173909,,181614,127966,141464,188401,162928,182046,171207,204856,186941,,211241,110646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
