
Intensity Sum Ch=1 Img=1
 ==================== 
Time [s],Intensity Sum::1000000044::0,Intensity Sum::1000000055::0,Intensity Sum::1000000089::0,Intensity Sum::1000000093::0,Intensity Sum::1000000094::0,Intensity Sum::1000000096::0,Intensity Sum::1000000097::0,Intensity Sum::1000000099::0,Intensity Sum::1000000100::0,Intensity Sum::1000000105::0,Intensity Sum::1000000106::0,Intensity Sum::1000000108::0,Intensity Sum::1000000109::0,Intensity Sum::1000000118::0,Intensity Sum::1000000121::0,Intensity Sum::1000000123::0,Intensity Sum::1000000124::0,Intensity Sum::1000000125::0,Intensity Sum::1000000127::0,Intensity Sum::1000000128::0,Intensity Sum::1000000135::0,Intensity Sum::1000000137::0,Intensity Sum::1000000140::0,Intensity Sum::1000000143::0,Intensity Sum::1000000144::0,Intensity Sum::1000000145::0,Intensity Sum::1000000148::0,Intensity Sum::1000000150::0,Intensity Sum::1000000152::0,Intensity Sum::1000000153::0,Intensity Sum::1000000155::0,Intensity Sum::1000000163::0,Intensity Sum::1000000164::0,Intensity Sum::1000000166::0,Intensity Sum::1000000167::0,Intensity Sum::1000000173::0,Intensity Sum::1000000174::0,Intensity Sum::1000000175::0,Intensity Sum::1000000176::0,Intensity Sum::1000000177::0,Intensity Sum::1000000178::0,Intensity Sum::1000000182::0,Intensity Sum::1000000186::0,Intensity Sum::1000000190::0,Intensity Sum::1000000192::0,Intensity Sum::1000000194::0,Intensity Sum::1000000196::0,Intensity Sum::1000000198::0,Intensity Sum::1000000199::0,Intensity Sum::1000000202::0,Intensity Sum::1000000203::0,Intensity Sum::1000000206::0,Intensity Sum::1000000212::0,Intensity Sum::1000000217::0,Intensity Sum::1000000218::0,Intensity Sum::1000000219::0,Intensity Sum::1000000220::0,Intensity Sum::1000000224::0,Intensity Sum::1000000227::0,Intensity Sum::1000000231::0,Intensity Sum::1000000232::0,Intensity Sum::1000000235::0,Intensity Sum::1000000240::0,Intensity Sum::1000000250::0,Intensity Sum::1000000259::0,Intensity Sum::1000000267::0,Intensity Sum::1000000283::0,Intensity Sum::1000000498::0,Intensity Sum::1000000560::0,Intensity Sum::1000001049::0,Intensity Sum::1000159177::0,Intensity Sum::1000159244::0,Intensity Sum::1000159605::0,Intensity Sum::1000159705::0,Intensity Sum::1000160175::0,Intensity Sum::1000160809::0,Intensity Sum::1000161110::0,Intensity Sum::1000161579::0,Intensity Sum::1000161582::0,Intensity Sum::1000162288::0,Intensity Sum::1000162458::0,Intensity Sum::1000163287::0,Intensity Sum::1000164876::0,Intensity Sum::1000165080::0,Intensity Sum::1000165144::0,Intensity Sum::1000165704::0,Intensity Sum::1000166112::0,Intensity Sum::1000166767::0,Intensity Sum::1000166853::0,Intensity Sum::1000166876::0,Intensity Sum::1000167341::0,Intensity Sum::1000167371::0,Intensity Sum::1000167669::0,Intensity Sum::1000168050::0,Intensity Sum::1000169731::0,Intensity Sum::1000169820::0,Intensity Sum::1000170422::0,Intensity Sum::1000171132::0,Intensity Sum::1000171701::0,Intensity Sum::1000171724::0,Intensity Sum::1000171751::0,Intensity Sum::1000172408::0,Intensity Sum::1000173158::0,Intensity Sum::1000173583::0,Intensity Sum::1000176344::0,Intensity Sum::1000176487::0,Intensity Sum::1000177114::0,Intensity Sum::1000177409::0,Intensity Sum::1000178187::0,Intensity Sum::1000179876::0,Intensity Sum::1000180206::0,Intensity Sum::1000180392::0,Intensity Sum::1000180403::0,Intensity Sum::1000181625::0,Intensity Sum::1000181693::0,Intensity Sum::1000181973::0,Intensity Sum::1000182079::0,Intensity Sum::1000182170::0,Intensity Sum::1000182636::0,Intensity Sum::1000182982::0,Intensity Sum::1000186102::0,Intensity Sum::1000187154::0,Intensity Sum::1000187633::0,Intensity Sum::1000188084::0,Intensity Sum::1000189130::0,Intensity Sum::1000189516::0,Intensity Sum::1000189548::0,Intensity Sum::1000189622::0,Intensity Sum::1000191126::0,Intensity Sum::1000191330::0,Intensity Sum::1000191653::0,Intensity Sum::1000192518::0,Intensity Sum::1000193105::0,Intensity Sum::1000193637::0,Intensity Sum::1000195548::0,Intensity Sum::1000195666::0,Intensity Sum::1000197641::0,Intensity Sum::1000198065::0,Intensity Sum::1000199240::0,Intensity Sum::1000200832::0,Intensity Sum::1000201571::0,Intensity Sum::1000202768::0,Intensity Sum::1000203022::0,Intensity Sum::1000203028::0,Intensity Sum::1000203045::0,Intensity Sum::1000203149::0,Intensity Sum::1000203719::0,Intensity Sum::1000203934::0,Intensity Sum::1000204368::0,Intensity Sum::1000205582::0,Intensity Sum::1000206506::0,Intensity Sum::1000206831::0,Intensity Sum::1000206967::0,Intensity Sum::1000207075::0,Intensity Sum::1000207637::0,Intensity Sum::1000207796::0,Intensity Sum::1000209150::0,Intensity Sum::1000209214::0,Intensity Sum::1000209440::0,
1280.487061,,257467,,168117,129779,139497,171258,,166460,,184472,182534,147539,200831,163539,174124,191874,180231,,237469,198577,,171399,184998,160658,151000,175788,205532,293536,165701,177462,173325,,163234,231032,,,220597,,160514,,153623,162769,157266,348048,201313,163267,200025,134000,,219560,185219,,160948,172000,200902,153843,,,216953,230586,,148462,280125,180662,,140774,,199587,,184690,123738,163704,,130581,176475,,233230,193075,165249,,150901,237045,,149664,,155475,134528,180672,,,138956,,130592,,,,188254,166582,190276,187409,212475,217182,115712,163652,229889,257959,168678,140359,144986,146338,116222,208401,256487,143513,155020,123402,142601,203364,150251,144966,231303,130688,141769,195233,197802,205132,158667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285.265015,,239231,,173421,137336,134430,171050,,160591,,184429,182544,154433,184137,158483,169560,199933,180186,,238145,170778,,169337,192557,156462,147675,182567,214261,292933,168785,175542,174241,,165317,224478,,,223120,,150707,,149055,155908,,343266,198495,169108,189954,130943,,216641,186610,,152133,179877,199016,158732,,,204406,229438,,153203,263171,178641,,139604,,183651,,187602,121533,165363,,127925,177020,,228233,200109,164135,,152281,243235,,155510,,157404,135593,189892,,,,,131920,152330,,,186827,178011,186199,194436,210774,210921,118776,158081,214994,258947,174315,134975,149815,158597,115439,213543,253930,131347,149129,125456,138527,212491,151394,,224307,130339,157809,195202,207416,204820,151549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290.042969,,247345,,179076,132081,140721,180327,,167695,,179351,183219,155770,168881,136422,178049,200890,205560,,213726,170138,,190657,178896,158239,130607,175041,197293,265839,174277,174181,176047,,161054,214397,,,226466,,151649,,156650,158960,164276,348431,206390,157714,183758,133071,,216150,193527,,149591,172005,195065,162926,,,222687,231906,,148997,270653,171205,,137916,,192909,,188812,126229,147976,,129303,192835,,223801,183883,166202,,144658,262445,,147547,,153371,133953,173392,,,,,130338,142362,,,180887,173533,195761,189780,194458,210279,112863,158308,213630,269322,182812,129299,147473,154270,125759,203536,246507,144945,136820,136306,150848,203903,146171,,215355,125217,158358,196386,217792,202170,159848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294.821045,,238842,,166978,134484,132727,172731,,162033,,175198,180977,155074,181519,158225,173242,197302,176028,,238162,174426,,165954,181709,159876,151981,186116,210370,300857,170168,180259,170752,,166918,226003,,,219357,,154938,,156385,153232,166647,342584,192806,173253,175618,136772,,212245,187865,,151494,178773,197667,163343,,,218732,225710,,152293,263660,172808,,120561,,186550,,180109,120305,159601,,124691,177253,,220783,190196,161109,,146406,246596,,161771,,156818,138503,180037,,,,,132832,145102,,,180809,178941,190724,194189,212255,208295,115684,165804,209690,256376,172225,132214,146266,156981,118926,217244,253643,137369,156546,134891,,199308,155888,,218105,127165,156041,199111,213582,229915,147847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.598999,,261051,,176159,133471,143051,178162,,154469,,189610,176789,154263,190700,147026,170568,188297,179647,,217336,194173,,186610,177245,166447,138651,170517,196163,273602,175346,177528,181460,,163048,230655,,,236995,,,,160878,165233,164022,338900,202160,169931,193858,131992,,212581,180046,,146152,172887,197702,170634,,,219340,226503,,153490,275365,171244,,132058,,182102,,172634,126444,156326,,132589,179780,,229833,187760,168970,,155758,262657,,145593,,,137653,177518,,,,,134207,,,,,165081,198987,197672,201255,200772,110909,,205336,259912,177485,135764,144197,148995,126608,209721,267077,133945,140311,131739,149616,195095,130815,148598,221842,122977,158169,196493,201719,242813,155131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304.375977,,244211,,181018,141180,133717,180400,,167880,,185300,181267,154637,170496,143029,170163,204011,191312,,229359,170478,,181670,187330,158215,142762,185539,205970,290165,171575,178498,180061,,159076,219031,,,266666,,153988,,154796,157560,167277,333757,204530,166273,174652,128941,,220131,194700,,156105,178743,200777,165638,,,234020,229369,,152956,261796,179808,,127118,,180944,,187250,122038,155433,,118620,177203,,241297,193619,165865,,147843,256990,,155788,,152819,135864,183346,,,,,139396,141660,,,186239,177248,192635,201383,201952,202069,114113,165964,208668,267120,185933,128325,145730,160498,121173,229982,245992,133350,136505,136128,,185568,153680,149715,214852,129288,151051,189152,221168,251853,146387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309.154053,,249313,,172218,142016,129854,183234,,168348,,192666,169992,149362,169656,141092,166921,193166,199786,,218091,163198,,186922,180698,157665,138385,183016,204191,272131,177172,175579,173223,,160037,216698,,,256125,,156099,,144273,155388,161968,334142,201881,170759,177080,136667,,212462,186456,,157492,184519,201939,174809,,,229828,235040,,161819,269316,176982,,130076,,186688,,194863,123949,151635,,117432,178337,,226554,201673,172106,,144558,258991,,158317,,160565,136652,184979,,,,,133746,145350,,,188150,172856,187484,192720,199828,203093,113461,167020,226253,271897,181394,123652,146485,,115227,214892,253166,134339,132208,135227,146024,181805,153066,,214946,132861,149983,188662,216884,223656,148456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313.932007,,256965,,182960,137695,140382,187955,,161037,,192437,161460,155187,177189,141202,176370,186883,192998,,209889,185297,,180727,178936,155618,128995,174141,197109,271116,171718,175400,173715,,158337,222547,,,255257,,149205,,153302,160628,163653,342272,205858,161957,182015,137028,,217618,186650,,154852,174405,206130,165950,,,229200,237277,,163751,272702,,,128135,,178395,,190368,123325,146989,,126571,181155,,223625,188971,168861,,147031,243094,,152511,,155891,136360,171417,,,,,127737,137416,,,191205,169363,184336,186399,190798,202249,113689,168075,203428,269431,178281,132987,146572,145233,118470,207418,258583,131763,132449,127676,154537,180199,138905,,214740,127358,152253,194903,215914,224639,152148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318.709961,,252630,,171853,139838,136252,176411,,168416,,185301,168576,146203,175213,146206,172743,194175,196171,,230977,164186,,179439,187821,157235,141615,186785,211139,276202,172819,181721,168304,,156317,213814,,,252180,,157322,,152279,161302,162544,331614,204127,162764,182629,136949,,212129,177804,,158716,180990,201708,162887,,,212048,235925,,161598,270192,174311,,130132,,188874,,184256,116449,158970,,128293,185285,,227827,197213,167429,,148565,247659,,147590,,154227,130489,182456,,,,,131203,144610,,,188937,181296,190607,187603,,206009,114366,168687,216895,256864,185646,127916,145215,154312,119134,235083,244855,137389,140015,129210,138312,191113,156151,152825,222937,125068,157625,206246,229318,235097,147066,180181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323.488037,,267951,,181468,139432,143854,194429,,162083,,186688,172296,154477,194394,144922,177303,178828,183116,,205062,189708,,174570,176891,154847,137983,164202,189559,267642,169239,183433,168286,,156568,218838,,,245702,,158370,,150362,165475,166540,346615,205485,159263,200016,136127,,213975,186176,,146205,180940,191488,166804,,,218719,233293,,165513,270328,177551,,130721,,190201,,179897,119990,147055,,121606,177389,,224449,203715,182341,,148704,246004,,,,149252,133632,178176,,,,,123119,,,,192381,181533,196732,191315,195964,205218,114105,170427,214814,271574,177739,135499,143675,138310,,208215,245057,139585,140514,134575,151461,185424,140972,148451,215100,128734,,198246,204355,228131,156329,186606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328.265991,,262645,,171024,143186,139777,181685,,164939,,179970,180161,151433,175635,155523,169551,190284,182795,,233455,170489,,171891,181059,153420,146119,189991,210058,303614,162458,184277,167842,,155167,211304,,,252038,,151584,,154360,158757,162422,329302,199662,169793,185026,134809,,213824,184061,,148848,171144,199524,175932,,,229276,234239,,161559,272133,180705,,125409,,186372,,175970,120011,162507,,123869,183729,,220600,194754,184596,,150372,242787,,,,154710,129788,177351,,,,,125113,139691,,,187895,169705,182396,192135,213120,205117,116200,175850,212146,264518,183115,129350,141082,160843,116418,232817,247990,137961,146167,132346,143027,187599,152985,152658,226572,132436,157816,193623,212369,230100,138036,,165595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333.043945,,268185,,182580,130463,147382,205911,,171147,,193023,178906,144342,171649,136513,170934,203059,194021,,207313,174630,,191642,174531,163975,,171672,197281,275700,165733,184698,177292,,159586,222447,,,288792,,152498,,160801,156036,155699,335407,207544,160659,189454,136884,,207664,186661,,150354,178126,194841,166017,,,218609,228893,,165990,280457,177395,,134989,,188512,,180428,116592,153820,,127645,176672,,229298,195818,194452,,147402,240640,,157396,,152116,132945,173797,,,,,129057,137380,,,192671,176514,189874,194057,196433,208791,118029,175667,214094,267247,181546,132046,145287,154545,123535,224043,248877,139441,135635,132068,148603,185287,150270,,213246,126404,156248,199696,220004,241092,158301,183972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337.822021,,270322,,178570,148238,138674,193466,,165697,,192433,185128,146875,171789,144661,176004,200338,207246,,218911,166544,,191048,177575,155032,142438,172988,206014,278981,170352,190007,174556,,160738,206101,,,267190,,156454,,150387,158018,161364,340849,203289,169139,188063,,,212963,185348,,148331,183654,196955,175639,,,231206,236633,,155481,278723,176122,,136362,,188213,,187347,118796,152754,,128181,182708,,224106,204942,194501,,157629,243107,,152930,,150275,133053,176034,,,,,127323,138645,,,194058,177344,186242,187441,201496,199703,122934,180134,213209,268962,182795,126349,142249,154675,118487,229666,243886,132198,138496,135440,145867,190429,153359,150452,213840,122973,146325,192048,212843,238420,154942,,157987,152749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342.599976,,275109,,175531,135095,141459,189095,,171556,,184392,198190,149674,169453,139896,173142,210302,204775,,224550,162304,,185359,182621,155891,143076,180153,213575,306301,172624,184680,167070,,154947,209091,,,254175,,148624,,150090,158545,161447,324042,198972,159199,185180,,,211146,181030,,157338,184956,192869,173464,,,227671,225050,,155226,269551,,,134835,,195987,,184222,114353,155270,,124966,176083,,228597,198691,195679,,149614,242154,,151855,,152025,138571,179370,,,,,133055,142426,,,188535,179202,178129,189623,,202301,115595,171172,217229,279137,185713,130867,145678,150607,118554,233633,236683,134724,149098,133152,143118,196496,151550,,216669,128352,151825,195492,227403,236373,145802,182402,162007,156110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347.378052,,281273,,176833,131621,146872,190005,,154529,,187344,207308,156306,201514,159811,175378,188019,175770,,222960,193767,,167102,176167,158373,153566,185766,203016,300991,162745,178167,172771,,168482,232629,,,246481,,158103,,155548,158706,161867,350380,198307,155251,189174,129845,,210403,184163,,152781,179934,199802,177558,,,227044,246861,,155817,272172,182133,,129612,,193969,,183989,120907,160465,,127539,181306,,220659,207959,191141,,151414,224982,,,,,130782,170206,,,,,134268,,,,,174083,192152,181960,206767,203614,118345,169782,218464,258110,177799,141837,136612,,121646,215710,263471,134859,161190,123745,151732,186945,149275,158613,215250,134142,156722,200268,194829,237271,158765,198362,154092,148957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352.156006,,264137,,172487,138053,140489,187059,,169134,,193716,192502,149347,166751,153678,174970,195746,195754,,219127,161790,,180918,184480,155304,144773,178285,217388,286867,165781,188986,172201,,159458,215401,,,235137,,156068,,156422,165201,154667,330685,209560,168369,188459,,,207037,187302,,160070,185764,200018,183268,,,226516,232777,,152841,267330,172714,,136554,,193470,,182396,117139,154025,,126125,182446,,,193854,192107,,154181,243045,,,,157660,129934,181085,,,,,128619,139600,,,,173920,191423,184550,213059,204503,124198,164522,207869,267579,186405,129000,148625,159357,119263,232789,250412,139379,145258,135364,140709,199677,154254,155647,204876,128236,156533,191523,211257,247254,149932,,171147,157980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356.933960,,277583,,181951,134850,149746,183986,,164825,,187638,182715,151508,188154,145889,183283,202219,191809,,204658,190717,,180180,180089,160574,142679,164599,198153,273308,163091,175391,171208,,160697,217627,,,231157,,,,153007,154940,164909,345962,203996,161910,194053,,,210666,184775,,149293,179244,195397,181340,,,227613,225833,,158230,273539,179612,,132547,,196595,,177736,120896,,,135327,176444,,228955,208506,203621,,149987,231808,,157211,,148894,128724,174861,,,,,133270,130078,,,,167415,185485,176331,196796,198311,117057,173609,223774,267537,176199,138161,147350,145464,123425,207953,254198,144406,146481,125057,143648,184958,141580,151828,211608,131856,150203,192414,198076,247087,160716,,146865,153556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361.712036,,288098,,188765,133419,148118,172599,,163261,,198032,191032,150513,199570,154479,170156,203861,176532,,214938,202410,,178016,177975,164820,152452,175747,199539,289097,161069,179798,168815,,172365,240260,,,231148,,,,155570,162099,156569,353859,196057,164019,195358,,,214676,179975,,153937,175288,199656,173265,,,229311,234416,,153184,270364,177944,,130895,,197389,,182780,118612,159390,,126571,176240,,225739,196514,207868,,152476,230608,,150164,,155892,132384,185226,,,,,129493,128255,,,,169277,201518,179800,203196,207972,118809,165214,222343,260793,170794,142368,147821,148845,119464,213901,263690,137020,151843,130348,144209,188857,150902,,217636,127869,158035,202064,199034,238866,159205,186185,147812,139456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366.489990,,271592,,186133,140746,152165,177563,,169206,,189903,184233,152129,181961,145381,169356,200057,203199,,205624,184520,,183234,174625,165573,139688,176700,201113,266366,158205,178712,171264,,161248,246475,,,233096,,158631,,153502,168959,164111,349712,199029,161706,193614,,,213860,187271,,158547,177643,193697,168006,,,225784,229970,,156295,276185,180475,,128425,,197102,,183657,116341,145624,,129508,178895,,224874,184778,210129,,146950,221381,,159312,,147275,132150,176471,,,,,123943,133159,,,,165384,197675,182336,193448,207023,113746,158119,213393,269974,172878,130944,146091,155516,121359,208417,251636,131072,150645,130525,153453,186734,145087,149828,208276,130444,153457,194478,207279,237600,161660,191353,149880,150287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371.267944,,278098,,172982,139929,147295,,,160519,,180769,186151,148561,191072,163211,172633,207191,175436,,234325,185096,,156280,182109,159351,150713,184994,220236,307641,160151,189481,160599,,161465,244994,,,226376,,158619,,151296,159169,164047,345590,197195,163123,183707,,,215974,198895,,156359,169279,203127,164366,,,221068,218512,,150955,263516,183786,,126510,,195356,,188514,116138,160530,,125346,175237,,223099,194929,201996,,153258,221450,,158327,,152308,130225,187919,,,,,129909,137555,,,,163418,186096,179733,212815,205234,121774,166549,217300,260247,167688,131001,144666,158043,119736,220676,248970,137467,151918,129767,136480,179995,154204,,224537,134239,152135,198497,200219,231541,147672,193136,160430,153176,161168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.046021,,278077,,178823,135433,141512,,,164437,,197234,178291,147425,186576,149315,177223,197960,189487,,200919,191599,,180559,179878,159647,141739,171725,208923,263735,161693,180915,170182,,162482,243856,,,218847,,157849,,151898,163769,161366,340487,209186,147834,194021,,,212250,192499,,145332,175813,200258,179565,,,223548,221607,,161066,263506,182775,,130807,,191777,,193804,116683,,,127912,173876,,217109,191304,209142,,151924,236098,,,,150202,126563,,,,,,126499,132930,,,,168699,193584,180939,190409,195127,114914,,218176,266660,182524,132382,142567,150106,124442,193987,252632,133384,146387,131479,153106,188862,141605,153827,211499,126192,156635,200615,194497,233580,156241,188377,144846,153586,171944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380.822998,,284000,,175780,140771,148985,,,164224,,180512,184346,158245,196439,162708,170723,216778,171304,,240178,192187,,167022,182109,163477,157361,191879,215273,304999,155090,200085,166667,,168104,240622,,,223477,,158313,,151256,157518,163913,348044,194855,159355,196834,,,211752,200952,,152069,178946,198410,163473,,,228910,221616,,160039,263477,175146,,127881,,194603,,194398,117219,158728,,125852,178304,,240530,197996,206514,,157263,222775,,,,,133618,,,,,,131516,129540,,,,165661,181353,186295,216078,203669,122320,158416,211949,269303,177392,146516,143887,149885,126044,,246823,142337,156765,126705,140978,184596,155893,157353,220094,131670,159506,198451,186772,239188,142853,184141,158459,157101,167253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385.600952,,282851,,179121,137034,140976,,,160594,,183916,179617,151494,201430,152271,169888,198887,174903,,210870,202541,,175666,178013,161858,150045,182530,207854,291658,158978,197251,168395,,161759,227745,,,211782,,157569,,154801,155393,168764,334459,199728,154497,198663,,,218754,186009,,147569,172898,201387,161223,,,215757,,,171105,262169,186715,,130037,,196897,,194978,119958,152764,,129698,180339,,242273,206934,201983,,147478,241025,,,,,128447,182549,,,,,132401,133981,,,,169435,185527,,206018,200708,114390,,210928,265166,173516,139201,145704,152262,131367,193013,242926,141056,148927,125880,146184,183121,148814,151978,209994,127046,161983,196299,187775,245953,156548,182086,148058,149997,162313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390.379028,,277709,,173831,136266,145719,,,162839,,191330,187992,152106,199367,157255,170610,190700,180932,,203232,197353,,175638,175253,162966,148361,175791,207602,273418,163274,204367,173786,,167385,231183,,,211295,,160016,,158563,167442,162644,333202,199249,165937,189956,,,212881,188027,,153061,175176,192753,157843,,,215537,,,171616,264478,182943,,133295,,191100,,198811,119433,150360,,130551,178486,,220432,195209,202286,,145464,237606,,157900,,,130076,,,,,,142069,136685,,,,166348,180340,,203699,193915,119469,160537,213803,270058,170534,140665,143676,149473,119111,190030,234247,137299,153238,123184,146482,180543,151705,148135,208468,128378,154286,192616,190819,238382,148308,190834,144429,146848,165009,197992,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395.156982,,264277,,173284,141468,132218,,,168881,,185728,183835,151805,164578,156446,171511,213002,192661,,215584,174664,,176580,177740,155092,148476,182282,216288,280494,158537,203408,163582,,159144,239345,,,230648,,163137,,151400,168445,157596,322196,196836,163005,177145,,,215231,184073,,157478,176571,192827,161123,,,215127,219196,,158404,263035,182091,,123567,,193965,,199755,,154030,,123025,183534,,227598,204801,200396,,147090,234512,,152934,,,129996,,,,,,127575,138654,,,,183525,190020,185631,202632,197557,128861,163112,209748,270172,165751,126390,150406,162434,119820,217077,222898,132849,141026,131751,140250,182415,156627,142092,208268,122369,157090,192396,187627,237418,140709,194728,160432,146741,162398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399.935059,,273694,,175132,141632,145432,,,161524,,190769,181775,148531,200366,152399,172047,193647,184068,,189807,196244,,183918,174179,159662,150792,176027,211245,258351,163848,196255,167282,,162582,237606,,,224514,,146385,,154357,163020,161116,328314,201084,165857,195150,,,219784,179390,,147176,175585,184403,150673,,,217110,211154,,173278,264316,186319,,128291,,200699,,202589,120808,147336,,131282,175404,,219920,209973,197218,,152056,235105,,147953,,,131958,178003,,,,,128701,130832,,,,174675,192960,,200605,195859,125711,160005,215097,264625,171340,138963,159173,150938,120016,190667,228916,142953,145303,127896,148210,178137,143261,141233,211722,123686,160157,202072,183856,237418,155802,188007,145046,134540,174049,201907,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404.713013,,281374,,168510,141788,144646,,,158079,,183860,182118,150769,190901,166343,165399,216186,177325,,216964,188564,,159922,169376,154993,156316,190969,219355,297282,158888,200087,160704,,161272,239986,,,219434,,153099,,149868,152104,169025,327266,194826,167880,194697,,,204748,189316,,157277,166973,192109,166696,,,219715,212221,,166600,263325,185974,,128238,,193925,,197372,120968,151424,,125047,175810,,221638,214166,191243,,150060,238794,,,,,128198,,,,,,135033,138495,,,,170441,177723,,226526,194808,129214,154454,206192,260800,168295,133274,143963,155265,121465,,218011,138409,158297,120561,138515,181117,154859,151734,208152,123679,161887,197580,183693,231143,147835,178969,161573,134823,170129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409.490967,,284342,,169719,141732,146203,,,160899,,182686,181816,151241,201237,168849,168870,203193,174535,,215486,189930,,155403,171904,153720,157132,194663,211659,295262,156981,187087,164950,,158812,228800,,,215730,,160264,,154220,165463,167284,333296,195420,168477,193423,,,208801,193392,,152412,177809,187817,165583,,,213039,218214,,160572,263997,185200,,128434,,192242,,210143,128722,147090,,126602,176322,,224605,198913,194380,,149969,234785,,157914,,,125904,,,,,,134408,136610,,,,165891,180134,172389,213346,194813,126322,153766,223591,258067,168716,133062,147742,158101,124508,215290,225134,145214,160331,130135,139730,176697,158413,,215536,125741,165610,197959,186038,217643,144403,175177,157562,134056,166092,,160601,,,,,,,,,,,,,,,,,,,,,,,,,,
1414.269043,,281265,,174464,140831,154059,,,156965,,182160,190118,147551,205056,159981,171440,199641,178401,,216799,190745,,164595,167290,157749,151569,180875,207268,300242,163585,189952,169139,,160076,229961,,,226999,,161778,,147568,155300,164184,330021,200572,159512,191386,,,200521,185041,,143405,174522,182085,169158,,,210738,204009,,158431,264145,177716,,126416,,193360,,199547,126798,147629,,132421,183770,,223040,209304,197180,,141916,239233,,146842,,,123697,182519,,,,,129922,132284,,,,163673,180941,169311,215185,192031,123635,,208196,255151,168916,132657,150132,158748,126111,211548,230084,136341,160130,123150,140498,172723,150426,150793,202706,126618,156683,199284,185335,227681,156480,,151552,137149,170810,195906,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419.046997,,272144,,173016,145992,145754,,,167701,,179188,192367,138312,163961,145415,169524,207505,200189,,207773,163574,,170196,170556,154467,138302,175137,223070,267356,165210,186998,171234,,156141,223961,,,225558,,153746,,147818,163699,,319466,201684,167257,183316,,,203639,190948,,167015,169096,185792,160274,,,217115,210502,,154593,259305,184568,,131416,,200601,,209041,127395,150403,,122048,179338,,236963,210989,189858,,149762,247491,,150346,,,128725,,,,,,129601,139581,,,,170881,166076,,207085,196809,126895,,213585,256946,172520,119144,147142,157250,124177,229914,212123,140336,150775,129841,139683,188757,148938,148424,187640,132331,162540,198296,204951,215134,149565,167891,165058,130576,174332,197680,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423.824951,,288005,,172351,141259,152608,,,157365,,174685,187111,144896,203518,163931,169507,189278,173563,,215248,198795,,172184,169817,156072,149036,181111,202590,291655,161331,188383,165535,,160008,235925,,,228524,,158041,,150795,159335,,327872,202531,158435,195558,,,211309,179028,,155295,168981,185548,159562,,,210914,207650,,153695,260572,181446,,129715,,191123,,205693,130417,152630,,125769,176438,,226685,207489,191744,,149962,245529,,151654,,,133007,,,,,,129580,128511,,,,162020,173272,169985,214028,192154,124674,,205345,262890,164802,136643,153007,151259,125230,,219180,138508,158613,124358,152367,176525,144062,149947,207130,,157676,199580,177923,219350,,181638,152019,127280,168584,188543,164135,,,,,,,,,,,,,,,,,,,,,,,,,,
1428.603027,,271207,,169227,140378,145620,,,162067,,171682,187128,144701,174155,150491,168211,207256,199132,,217392,171571,,171255,170344,158037,141454,177843,227130,279419,165204,191961,169861,,152004,224798,,,236436,,153933,,152750,165231,,312475,202615,164309,180309,,,207521,195983,,147610,174701,183635,160026,,,227643,200909,,162749,260021,190066,,139144,,200566,,209285,121049,154334,,122451,171182,,247908,206311,200905,,149650,247894,,153258,,,132134,,,,,,128286,136910,,,,171423,163161,,206190,198198,124893,157863,205679,265066,171732,124567,142199,157900,126194,224229,203877,138417,143504,129320,135027,167871,152980,147157,,126357,162501,206945,194574,213188,142812,173883,165025,128223,169360,201299,171879,,,,,,,,,,,,,,,,,,,,,,,,,,
